userId,movieId,rating,timestamp
1,1,4.455790168261299,1601845954.094268
1,163,4.200531208499335,1601845954.1012495
1,356,4.435656836461127,1601845954.1082313
1,552,4.401491882404567,1601845954.11621
1,733,4.339904102290891,1601845954.1221936
1,1023,4.715214564369311,1601845954.1281774
1,1073,4.507481940144479,1601845954.1351593
1,1198,4.411837237977807,1601845954.1421402
1,1226,4.361147327249022,1601845954.1511166
1,1298,4.49264705882353,1601845954.1590948
1,1573,4.304455445544555,1601845954.1660764
1,1793,4.425781249999997,1601845954.1790416
1,2018,4.518638573743924,1601845954.186023
1,2094,4.334206390780514,1601845954.1920068
1,2161,4.350287120590648,1601845954.1989882
1,2366,4.336075081725194,1601845954.2049723
1,2478,4.423351158645275,1601845954.212951
1,2617,4.335783670254662,1601845954.218935
1,2716,4.361287176986837,1601845954.2259164
1,2948,4.339904102290891,1601845954.2319005
1,3052,4.375853018372706,1601845954.238882
1,3386,4.301632363378283,1601845954.2468603
1,3617,4.425781249999997,1601845954.2608232
1,4006,4.459103763323907,1601845954.2668073
2,58559,3.776892430278884,1601845954.2727914
2,89774,3.9137931034482762,1601845954.286754
2,131724,4.333333333333333,1601845954.2937355
3,1263,0.736842105263158,1601845954.301714
3,2288,4.241935483870968,1601845954.307698
3,5746,4.231939163498098,1601845954.3136818
4,21,3.7995365005793746,1601845954.3216605
4,171,3.657193605683838,1601845954.3356233
4,296,3.7995365005793746,1601845954.3426046
4,450,3.657193605683838,1601845954.3565676
4,595,4.1652892561983474,1601845954.3625512
4,902,3.4901873327386244,1601845954.3725247
4,1025,4.374429223744293,1601845954.3775115
4,1094,3.537902991577109,1601845954.3854907
4,1203,3.657193605683838,1601845954.3984554
4,1282,4.374429223744293,1601845954.4044394
4,1580,3.503848431024277,1601845954.4114215
4,1860,3.657193605683838,1601845954.4253836
4,1966,3.657193605683838,1601845954.4413414
4,2186,3.7944369063772054,1601845954.4503176
4,2406,3.387504942665087,1601845954.4612882
4,2763,3.7850467289719623,1601845954.4702647
4,2997,3.660231660231659,1601845954.4802375
4,3255,3.657193605683838,1601845954.5041733
4,3591,3.657193605683838,1601845954.5261152
4,4020,3.60377358490566,1601845954.535091
4,4226,3.5572139303482584,1601845954.5430696
4,4741,3.4901873327386244,1601845954.55803
5,39,3.371841155234657,1601845954.5739863
5,265,3.45859872611465,1601845954.5849576
5,364,4.302702702702702,1601845954.591939
5,534,3.371841155234657,1601845954.6049037
6,2,3.5053475935828873,1601845954.6118853
6,15,3.908387096774194,1601845954.6188664
6,31,3.416201117318438,1601845954.632829
6,54,3.404323827046919,1601845954.640808
6,88,3.416201117318438,1601845954.6547701
6,112,3.612921038100498,1601845954.6617517
6,153,3.612921038100498,1601845954.6687331
6,174,3.416201117318438,1601845954.6826956
6,196,3.064516129032258,1601845954.6876824
6,217,3.4177316293929723,1601845954.6966584
6,237,3.444910807974816,1601845954.7066321
6,256,3.369346733668341,1601845954.7146103
6,273,3.3290183387270798,1601845954.7215917
6,292,3.5512662361222,1601845954.728573
6,315,3.4953219592735256,1601845954.7355545
6,337,3.416201117318438,1601845954.749517
6,351,3.444910807974816,1601845954.7584937
6,361,3.444910807974816,1601845954.7694643
6,378,3.444910807974816,1601845954.7794373
6,419,3.416201117318438,1601845954.7933998
6,455,3.5232722143864583,1601845954.8003814
6,477,3.3941018766756015,1601845954.8083599
6,502,3.668508287292818,1601845954.8133466
6,531,3.404323827046919,1601845954.8213255
6,552,3.662892462531452,1601845954.829304
6,594,3.598113207547169,1601845954.836285
6,637,3.416201117318438,1601845954.8502479
6,709,3.7668130916290297,1601845954.856232
6,783,3.592417061611378,1601845954.8642106
6,839,3.584323040380047,1601845954.8701947
6,981,3.416201117318438,1601845954.8841574
6,1064,3.540940766550524,1601845954.8901417
7,356,2.7535885167464116,1601845954.8971229
7,648,3.3012185833968024,1601845954.903107
7,1219,4.142857142857142,1601845954.9100883
7,1784,2.810606060606061,1601845954.9190643
7,2671,2.810606060606061,1601845954.9290373
7,3578,3.355256207078712,1601845954.9360192
7,4306,3.0445813700616164,1601845954.9430003
7,4993,3.931547619047619,1601845954.9499815
7,5816,3.931547619047619,1601845954.9559655
7,7143,3.1359148410984283,1601845954.9639444
7,8665,3.452095808383235,1601845954.9699283
7,8957,3.281456953642384,1601845954.975912
7,31878,3.378434065934065,1601845954.9838908
7,34319,3.263229308005428,1601845954.9898748
7,48783,3.269565217391305,1601845954.9978538
8,32,3.8985507246376816,1601845955.0028403
8,186,3.4508816120906793,1601845955.0128136
8,317,3.431818181818182,1601845955.018798
8,440,3.4508816120906793,1601845955.028771
8,592,3.8244680851063833,1601845955.0347548
9,1037,1.7826086956521738,1601845955.0407395
9,2877,3.261904761904762,1601845955.0457256
9,5445,2.1627906976744184,1601845955.05171
9,5893,3.094903339191565,1601845955.0586915
10,356,3.279807692307695,1601845955.0656724
10,2571,3.4062500000000004,1601845955.0716562
10,4993,3.5597014925373123,1601845955.0786378
10,6377,3.319277108433735,1601845955.0846221
10,7451,3.214765100671141,1601845955.0985844
10,8970,3.214765100671141,1601845955.1125472
10,47099,3.214765100671141,1601845955.12651
10,58559,3.254945543454101,1601845955.1324937
10,68954,3.319277108433735,1601845955.1384778
10,72737,3.483783783783784,1601845955.1434646
10,81847,3.4275970619097587,1601845955.1494486
10,92259,3.214765100671141,1601845955.1634111
10,103335,3.325599381283835,1601845955.1693952
10,109853,3.2911191662890795,1601845955.1793687
11,10,3.535911602209946,1601845955.1853526
11,292,3.5747021081576533,1601845955.192334
11,466,3.9846153846153847,1601845955.1993153
11,736,3.603734439834024,1601845955.2052994
11,1438,3.636871508379888,1601845955.2122805
11,1687,3.636871508379888,1601845955.2182646
11,2002,3.6941624365482237,1601845955.2242494
12,543,4.615384615384616,1601845955.23123
12,2100,4.701986754966888,1601845955.2382116
12,5620,4.65546218487395,1601845955.2471871
13,1590,4.1875,1601845955.2531712
13,3513,3.065217391304348,1601845955.2621474
13,3897,3.053571428571429,1601845955.2751126
14,32,3.9523809523809526,1601845955.2810972
14,266,3.522123893805309,1601845955.2870808
14,367,3.3114754098360657,1601845955.2930653
14,508,3.2592592592592595,1601845955.30603
14,592,3.6684782608695654,1601845955.3130112
15,260,3.4483180428134563,1601845955.3179982
15,596,2.845588235294117,1601845955.3229847
15,1265,3.7164948453608244,1601845955.329966
15,2081,3.3344955834495593,1601845955.3369474
15,3147,3.728395061728394,1601845955.344926
15,3994,3.8139745916515433,1601845955.353903
15,5445,3.177575412635173,1601845955.361882
15,8360,3.1747474747474747,1601845955.3708577
15,59315,3.4483180428134563,1601845955.3778389
15,72998,3.437087134318968,1601845955.3848205
15,97938,3.546286876907425,1601845955.3947935
15,112556,3.6831597222222223,1601845955.4077592
15,134130,3.5884146341463437,1601845955.4177322
16,50,3.8112688960146586,1601845955.4267082
16,541,3.383671904944423,1601845955.434687
16,913,3.8579234972677594,1601845955.4396732
16,1197,3.6235605059467617,1601845955.4456575
16,1222,3.6617647058823524,1601845955.4536357
16,1299,3.6617647058823524,1601845955.4616146
16,2641,3.208333333333333,1601845955.466601
16,3429,3.739171374764594,1601845955.4745803
16,5618,3.846560846560847,1601845955.4805636
16,48394,3.8014084507042227,1601845955.4865477
17,50,4.1800188501413755,1601845955.493529
17,527,4.245098039215685,1601845955.501508
17,904,4.0,1601845955.5074925
17,1197,4.173811442385172,1601845955.5134757
17,1234,4.218579234972677,1601845955.520457
17,1405,4.235894518439195,1601845955.5274384
17,2571,4.283615420780441,1601845955.5334222
17,3681,4.244827967695541,1601845955.540404
17,6016,4.2083157450401005,1601845955.547385
17,48516,4.243186582809225,1601845955.554366
17,81932,4.139860139860142,1601845955.5683293
18,50,4.001508332921221,1601845955.5763078
18,223,3.7411242603550336,1601845955.5902712
18,344,3.7411242603550336,1601845955.6042335
18,442,3.6314139772463427,1601845955.6102173
18,586,3.6112126751980487,1601845955.619193
18,673,3.6565235786116443,1601845955.6271727
18,919,3.6421288014311255,1601845955.633156
18,1136,3.627927400468382,1601845955.6411352
18,1209,3.775511492801213,1601845955.6481159
18,1234,3.9163201663201663,1601845955.6560948
18,1291,3.602373887240358,1601845955.6620784
18,1544,3.6274571265376614,1601845955.6690598
18,1729,3.9061648425284803,1601845955.6770391
18,2000,3.775511492801213,1601845955.68402
18,2194,3.775511492801213,1601845955.691002
18,2420,3.7411242603550336,1601845955.7049642
18,2762,3.7784090909090917,1601845955.710948
18,3257,3.777366675172236,1601845955.719925
18,3949,3.7411242603550336,1601845955.7438605
18,4643,3.583359149431839,1601845955.7538345
18,5120,3.8941394591661407,1601845955.764805
18,5608,3.775838926174494,1601845955.77777
18,6287,3.7411242603550336,1601845955.8017063
18,6548,3.771285165448011,1601845955.8116798
18,7147,3.73123856009762,1601845955.8206556
18,7753,3.7411242603550336,1601845955.8455887
18,8798,3.771285165448011,1601845955.8555624
18,27716,3.9367271770586725,1601845955.8655353
18,33615,3.7046978108306288,1601845955.8735144
18,38038,3.7046978108306288,1601845955.881493
18,45722,3.6082064857710145,1601845955.8884745
18,51357,3.9061648425284803,1601845955.9004424
18,54272,3.8034207019102637,1601845955.911413
18,57669,3.9061648425284803,1601845955.9233813
18,60756,3.7411242603550336,1601845955.9483144
18,68073,3.7411242603550336,1601845955.973248
18,70286,3.91092300063753,1601845955.9812264
18,73323,3.8272531547156285,1601845955.9902027
18,78469,3.6777243838164626,1601845956.0011733
18,83349,3.7994955263658823,1601845956.009152
18,88129,3.8449877082764226,1601845956.0181277
18,95441,3.7371794871794846,1601845956.0271037
18,99114,3.775511492801213,1601845956.0370772
18,106072,3.6239879769234515,1601845956.045056
18,111759,3.6563241319818833,1601845956.0530338
18,116823,3.748290273556232,1601845956.059018
18,122924,3.619612656846699,1601845956.065002
18,144210,3.9318181818181817,1601845956.0719836
18,160438,3.5914285714285734,1601845956.0779674
18,177593,3.9163201663201663,1601845956.0869431
19,13,2.854070660522274,1601845956.0939248
19,65,2.4978165938864607,1601845956.1078875
19,153,2.845169346027782,1601845956.1148689
19,216,2.4978165938864607,1601845956.1298292
19,289,2.5451653944020345,1601845956.1398022
19,332,2.067567567567567,1601845956.146783
19,357,2.5451653944020345,1601845956.1577556
19,378,2.5451653944020345,1601845956.1697228
19,432,2.6781789638932487,1601845956.178698
19,468,2.5451653944020345,1601845956.1886714
19,512,2.067567567567567,1601845956.195653
19,551,2.7948235814622273,1601845956.2016368
19,610,2.7299429086538436,1601845956.208619
19,674,2.619469026548672,1601845956.2165968
19,743,2.4978165938864607,1601845956.2315571
19,818,2.4978165938864607,1601845956.2465167
19,879,2.209033613445378,1601845956.253498
19,921,2.4978165938864607,1601845956.2684581
19,1021,2.5086887835703036,1601845956.277434
19,1077,2.4871794871794926,1601845956.2854128
19,1148,2.726984779925957,1601845956.2923942
19,1219,2.2374100719424463,1601845956.2993755
19,1269,2.5836856941508115,1601845956.3073547
19,1333,2.209033613445378,1601845956.3143358
19,1371,2.882235528942115,1601845956.321317
19,1391,2.6067137135227925,1601845956.3292956
19,1461,2.4978165938864607,1601845956.3432584
19,1544,2.7180597389558234,1601845956.3502395
19,1583,2.726519337016576,1601845956.3572214
19,1617,2.818436093883012,1601845956.3651996
19,1679,2.4978165938864607,1601845956.3791628
19,1747,2.4978165938864607,1601845956.393125
19,1812,2.5086887835703036,1601845956.402101
19,1885,2.5451653944020345,1601845956.412075
19,1917,2.639648437500001,1601845956.4190557
19,1970,2.209033613445378,1601845956.426037
19,2004,2.3869625520111,1601845956.4360106
19,2034,2.5111111111111106,1601845956.441995
19,2054,2.7725067803177033,1601845956.4489758
19,2097,2.6776004574517858,1601845956.4559574
19,2134,2.5601987802123327,1601845956.4629385
19,2167,2.387207159778891,1601845956.4699197
19,2232,2.4667580534612763,1601845956.475904
19,2266,2.5451653944020345,1601845956.485877
